Gene	kME	module	modulesize
BraA10g015840.3.5C	0.894593510467231	pink	70
BraA10g017760.3.5C	0.796994518894304	pink	70
BraA10g019650.3.5C	0.866783041674558	pink	70
BraA10g025220.3.5C	0.72360163520927	pink	70
BraA01g000510.3.5C	0.442494136278563	turquoise	581
BraA01g001310.3.5C	0.0518623890736214	turquoise	581
BraA01g004090.3.5C	0.554872153718394	turquoise	581
BraA01g004190.3.5C	0.726745051112584	turquoise	581
BraA01g010440.3.5C	0.366457675543558	turquoise	581
BraA01g011100.3.5C	0.654473678067255	turquoise	581
BraA01g011310.3.5C	0.712178683855587	turquoise	581
BraA01g011810.3.5C	0.747038505169818	turquoise	581
BraA01g012570.3.5C	0.677389021921103	turquoise	581
BraA01g013580.3.5C	0.869757276356441	turquoise	581
BraA01g013600.3.5C	0.617763797054793	turquoise	581
BraA01g013630.3.5C	0.7681719228178	turquoise	581
BraA01g013860.3.5C	0.640141690931014	turquoise	581
BraA01g013910.3.5C	0.745703727513503	turquoise	581
BraA01g013950.3.5C	0.897962845613536	turquoise	581
BraA01g013960.3.5C	0.90905213443062	turquoise	581
BraA01g013990.3.5C	0.952128743251654	turquoise	581
BraA01g014010.3.5C	0.760202213164963	turquoise	581
BraA01g014480.3.5C	0.949164145284451	turquoise	581
BraA01g015080.3.5C	0.634461688574828	turquoise	581
BraA01g015870.3.5C	0.802306789498437	turquoise	581
BraA01g015880.3.5C	0.673782548071952	turquoise	581
BraA01g016720.3.5C	0.319324224469324	turquoise	581
BraA01g016870.3.5C	0.419180253168261	turquoise	581
BraA01g017210.3.5C	0.988462696825857	turquoise	581
BraA01g017250.3.5C	0.755428776136204	turquoise	581
BraA01g018260.3.5C	0.979106770124857	turquoise	581
BraA01g018290.3.5C	0.702937116682263	turquoise	581
BraA01g018390.3.5C	0.456620711033204	turquoise	581
BraA01g018400.3.5C	0.913566438800947	turquoise	581
BraA01g018570.3.5C	0.705257030483433	turquoise	581
BraA01g019590.3.5C	0.937165381406574	turquoise	581
BraA01g019740.3.5C	0.986597988627258	turquoise	581
BraA01g020460.3.5C	0.561123066536774	turquoise	581
BraA01g020670.3.5C	0.70032384474013	turquoise	581
BraA01g021490.3.5C	0.584070225958855	turquoise	581
BraA01g021540.3.5C	0.667435034356372	turquoise	581
BraA01g022270.3.5C	0.709552482995171	turquoise	581
BraA01g023100.3.5C	0.79961279565386	turquoise	581
BraA01g023140.3.5C	0.987231202602268	turquoise	581
BraA01g023260.3.5C	0.951389688190922	turquoise	581
BraA01g023550.3.5C	0.688433641955424	turquoise	581
BraA01g023850.3.5C	0.759044517606342	turquoise	581
BraA01g024520.3.5C	0.651097267861464	turquoise	581
BraA01g025590.3.5C	0.480928582843781	turquoise	581
BraA01g025890.3.5C	0.878435284366527	turquoise	581
BraA01g026270.3.5C	0.501996313604416	turquoise	581
BraA01g027700.3.5C	0.846580850969163	turquoise	581
BraA01g028830.3.5C	0.636113153504674	turquoise	581
BraA01g032090.3.5C	0.778662402830318	turquoise	581
BraA01g032640.3.5C	0.514578602434246	turquoise	581
BraA01g032900.3.5C	0.540327716752529	turquoise	581
BraA01g033710.3.5C	0.986239091659293	turquoise	581
BraA01g034890.3.5C	0.264630625681365	turquoise	581
BraA01g037160.3.5C	0.966738526294482	turquoise	581
BraA01g037460.3.5C	0.960790244684722	turquoise	581
BraA01g037680.3.5C	0.90149535834244	turquoise	581
BraA01g037730.3.5C	0.494731442244236	turquoise	581
BraA01g038290.3.5C	0.310365128076131	turquoise	581
BraA01g038410.3.5C	0.985833367119611	turquoise	581
BraA01g039880.3.5C	0.509451729469943	turquoise	581
BraA01g040240.3.5C	0.909500853796454	turquoise	581
BraA01g040320.3.5C	0.89300994292171	turquoise	581
BraA01g040570.3.5C	0.938840343932987	turquoise	581
BraA01g040860.3.5C	0.869114804092142	turquoise	581
BraA01g041020.3.5C	0.701521799184652	turquoise	581
BraA01g042130.3.5C	0.392776046642093	turquoise	581
BraA01g044400.3.5C	0.803538188747348	turquoise	581
BraA02g002290.3.5C	0.569298807471198	turquoise	581
BraA02g005630.3.5C	0.78717065008058	turquoise	581
BraA02g005650.3.5C	0.512636053658866	turquoise	581
BraA02g006310.3.5C	0.795138218212407	turquoise	581
BraA02g008250.3.5C	0.56834302871626	turquoise	581
BraA02g009580.3.5C	0.327946966583615	turquoise	581
BraA02g010020.3.5C	0.644606586814959	turquoise	581
BraA02g010990.3.5C	0.899086319118045	turquoise	581
BraA02g011000.3.5C	0.672164361775503	turquoise	581
BraA02g011610.3.5C	0.644688945736283	turquoise	581
BraA02g012320.3.5C	0.508251243274487	turquoise	581
BraA02g015300.3.5C	0.980975040584968	turquoise	581
BraA02g016280.3.5C	0.848744534313623	turquoise	581
BraA02g016440.3.5C	0.818056752336305	turquoise	581
BraA02g017520.3.5C	0.607314405572548	turquoise	581
BraA02g017670.3.5C	0.238261539531287	turquoise	581
BraA02g017690.3.5C	0.795994834868689	turquoise	581
BraA02g017950.3.5C	0.586625373627225	turquoise	581
BraA02g018640.3.5C	0.753068082651573	turquoise	581
BraA02g019090.3.5C	0.98759517515659	turquoise	581
BraA02g019100.3.5C	0.81241327243232	turquoise	581
BraA02g020420.3.5C	0.66453710319938	turquoise	581
BraA02g020630.3.5C	0.770404355571793	turquoise	581
BraA02g020780.3.5C	0.515996851516996	turquoise	581
BraA02g020810.3.5C	0.88149946707291	turquoise	581
BraA02g021040.3.5C	0.800658048007937	turquoise	581
BraA02g022780.3.5C	0.874481647813925	turquoise	581
BraA02g023090.3.5C	0.625738799083358	turquoise	581
BraA02g023100.3.5C	0.533839482368477	turquoise	581
BraA02g023570.3.5C	0.376387480222822	turquoise	581
BraA02g023690.3.5C	0.479855282799235	turquoise	581
BraA02g023700.3.5C	0.873802947857273	turquoise	581
BraA02g023710.3.5C	0.924306765250055	turquoise	581
BraA02g026600.3.5C	0.923657775992861	turquoise	581
BraA02g026610.3.5C	0.353273311736634	turquoise	581
BraA02g026680.3.5C	0.736646212371814	turquoise	581
BraA02g027020.3.5C	0.814816025579202	turquoise	581
BraA02g028730.3.5C	0.788310137739061	turquoise	581
BraA02g028750.3.5C	0.903666890310653	turquoise	581
BraA02g029110.3.5C	0.985905808048016	turquoise	581
BraA02g029270.3.5C	0.944550026132572	turquoise	581
BraA02g032090.3.5C	0.73360940961278	turquoise	581
BraA02g032610.3.5C	0.434221853126302	turquoise	581
BraA02g032920.3.5C	0.875316494548838	turquoise	581
BraA02g034010.3.5C	0.455759530353237	turquoise	581
BraA02g034790.3.5C	0.818216689075043	turquoise	581
BraA02g034900.3.5C	0.795732867452199	turquoise	581
BraA02g035100.3.5C	0.902242233120705	turquoise	581
BraA02g036290.3.5C	0.669719633741933	turquoise	581
BraA02g036430.3.5C	0.647631965188941	turquoise	581
BraA02g037850.3.5C	0.934551718687108	turquoise	581
BraA02g038860.3.5C	0.653113239327978	turquoise	581
BraA02g038890.3.5C	0.984287607749705	turquoise	581
BraA02g039470.3.5C	0.687315666671549	turquoise	581
BraA02g039990.3.5C	0.851629676866608	turquoise	581
BraA02g042190.3.5C	0.845980201369187	turquoise	581
BraA02g043220.3.5C	0.846743832096945	turquoise	581
BraA02g043260.3.5C	0.742989379227905	turquoise	581
BraA02g043340.3.5C	0.680062758507172	turquoise	581
BraA02g044110.3.5C	0.975666799105212	turquoise	581
BraA02g045190.3.5C	0.880374102971536	turquoise	581
BraA02g046020.3.5C	0.655651648066273	turquoise	581
BraA02g046650.3.5C	0.779913289090576	turquoise	581
BraA02g047230.3.5C	0.614624311557509	turquoise	581
BraA03g000390.3.5C	0.578768850482195	turquoise	581
BraA03g000940.3.5C	0.935266041936161	turquoise	581
BraA03g003150.3.5C	0.776978378338242	turquoise	581
BraA03g003160.3.5C	0.805992165738004	turquoise	581
BraA03g006850.3.5C	0.880918453074117	turquoise	581
BraA03g008290.3.5C	0.86710957726924	turquoise	581
BraA03g010810.3.5C	0.981093240273414	turquoise	581
BraA03g011870.3.5C	0.483097057334782	turquoise	581
BraA03g012660.3.5C	0.481714687799822	turquoise	581
BraA03g012970.3.5C	0.576086549134966	turquoise	581
BraA03g013460.3.5C	0.71165837673001	turquoise	581
BraA03g015000.3.5C	0.97055363751536	turquoise	581
BraA03g015100.3.5C	0.702210138955407	turquoise	581
BraA03g019450.3.5C	0.735084698136642	turquoise	581
BraA03g019620.3.5C	0.772502312934339	turquoise	581
BraA03g019640.3.5C	0.552400475461418	turquoise	581
BraA03g019690.3.5C	0.873814345805323	turquoise	581
BraA03g019740.3.5C	0.911759207956607	turquoise	581
BraA03g020240.3.5C	0.708948800254827	turquoise	581
BraA03g020500.3.5C	0.820225853197642	turquoise	581
BraA03g020550.3.5C	0.755539452484229	turquoise	581
BraA03g020570.3.5C	0.608020101568498	turquoise	581
BraA03g020590.3.5C	0.693053710411704	turquoise	581
BraA03g022710.3.5C	0.676624459885194	turquoise	581
BraA03g022810.3.5C	0.764799212921757	turquoise	581
BraA03g022990.3.5C	0.651643156773749	turquoise	581
BraA03g023590.3.5C	0.387368154831731	turquoise	581
BraA03g025290.3.5C	0.49036069919203	turquoise	581
BraA03g025370.3.5C	0.628677681905824	turquoise	581
BraA03g026170.3.5C	0.843893821534861	turquoise	581
BraA03g027600.3.5C	0.705070724015085	turquoise	581
BraA03g028320.3.5C	0.678783245563274	turquoise	581
BraA03g028550.3.5C	0.829948502321356	turquoise	581
BraA03g028580.3.5C	0.557793396308545	turquoise	581
